repositório,url,arquivos
data-altinn-no/k6-tests,https://github.com/data-altinn-no/k6-tests,testCreateHarvestDelete.js
srperf/k6Modular,https://github.com/srperf/k6Modular,otherExamples/remoteOptions/Stages.js
DiogoRibeiro7/git-actions-collection,https://github.com/DiogoRibeiro7/git-actions-collection,examples/api-testing/k6-script.js
JS-Ranker/Monitoreo_k6,https://github.com/JS-Ranker/Monitoreo_k6,Monitoreo_k6/steps/addToCart.js
rebook-130/photos-service,https://github.com/rebook-130/photos-service,stressTestGet.js
pryzmian/ScuttleCrab,https://github.com/pryzmian/ScuttleCrab,Commands/LoL/build.js
afiffahreza/online-AutoLog,https://github.com/afiffahreza/online-AutoLog,k6/generate-load.js
LauroDF/FinalChallenge,https://github.com/LauroDF/FinalChallenge,projeto-ServeRest-k6/support/utils/Delete-User.js
Examgruppe2022/chatman,https://github.com/Examgruppe2022/chatman,performanceTests/stressTest.js
vfarcic/keda-demo,https://github.com/vfarcic/keda-demo,k6-100.js
UKHO/exchange-set-service,https://github.com/UKHO/exchange-set-service,UKHO.ExchangeSetService.API/UKHO.ExchangeSetService.LoadTests/Scripts/LoadTestForProductVersions.js
WizziGameDev/k6-performance-testing,https://github.com/WizziGameDev/k6-performance-testing,fraud-detection-simulation.js
rancher/dartboard,https://github.com/rancher/dartboard,k6/vai/load_steve_new_pagination.js
mpowrd/SoftwareMaintenanceAndTesting,https://github.com/mpowrd/SoftwareMaintenanceAndTesting,Practica8/P7/realizarPrediccionEndToEnd.js
wy8162/study-ktor,https://github.com/wy8162/study-ktor,perf/k6perf.js
skursatToklucu/LoadProbe,https://github.com/skursatToklucu/LoadProbe,smoke.js
rfigueroa21/Laboratorio3,https://github.com/rfigueroa21/Laboratorio3,performance/soak.js
joergstreeck/freshplan-sales-tool,https://github.com/joergstreeck/freshplan-sales-tool,docs/planung/features-neu/00_infrastruktur/leistung/artefakte/testing/peak-4x.js
weigen393/DataCat,https://github.com/weigen393/DataCat,k6.js
thetkpark/cscms-services-deployment,https://github.com/thetkpark/cscms-services-deployment,k6/aka-cscms.js
biancabelea/Mentum,https://github.com/biancabelea/Mentum,mentum-k6/rest/bookSlot.rest.js
PraveenAsthana123/playtest,https://github.com/PraveenAsthana123/playtest,perf/k6-smoke.js
paulojr83/k6-typescript,https://github.com/paulojr83/k6-typescript,src/actions/user-management.actions.ts
skgmfbs/ItHink,https://github.com/skgmfbs/ItHink,k6example/example/custom-metrics-example.js
SaifAutomatron/k6,https://github.com/SaifAutomatron/k6,fundamentals/custom-metrics-example.js; fundamentals/groups_tags.js
opencloud-eu/cdperf,https://github.com/opencloud-eu/cdperf,packages/k6-tdk/config/vitest.mocks.ts; packages/k6-tests/config/vitest.mocks.ts
inspire12/performance-testing-architecture,https://github.com/inspire12/performance-testing-architecture,k6-testing/js/week3/get-async.js
trangle-sioux/k6-performance,https://github.com/trangle-sioux/k6-performance,tests/section3/group/groups.js
lakhyakotnala/ipython,https://github.com/lakhyakotnala/ipython,Automation/performance/scripts/05-Stages.js
KontonGu/HAS-GPU,https://github.com/KontonGu/HAS-GPU,konton_test/resnet/client/fn-k6.js
hoangnm-ndm/dummyjson,https://github.com/hoangnm-ndm/dummyjson,scripts/loadtest.js
madhurendra1/DummyJSON,https://github.com/madhurendra1/DummyJSON,DummyJSON/scripts/loadtest.js
any4ai/AnyCrawl,https://github.com/any4ai/AnyCrawl,scripts/k6.js
bcgov/healthgateway,https://github.com/bcgov/healthgateway,Testing/k6/covid/federalpvc/k6_pvcpdf.js
buildfarm/buildfarm,https://github.com/buildfarm/buildfarm,contrib/k6/missingblobs.js
s00d/nuxt-i18n-micro,https://github.com/s00d/nuxt-i18n-micro,k6-script.js
voluntarily/vly2,https://github.com/voluntarily/vly2,x/perf/k6/api_people.js
firmansyah-github/quarkus-generated-test,https://github.com/firmansyah-github/quarkus-generated-test,src/main/k6/factor.articles.k6.collection.js
metasfresh/metasfresh,https://github.com/metasfresh/metasfresh,e2e/perf/k6/audit-replay/replay-api-audit.js
chgenberg/functionalfoods,https://github.com/chgenberg/functionalfoods,scripts/k6/search-smoke.js
ekansh-katihar/chat_app,https://github.com/ekansh-katihar/chat_app,http_spring/src/main/resources/k6/http2_stream.js
Maverick0351a/oscillinklatticedb,https://github.com/Maverick0351a/oscillinklatticedb,bench/k6_route_compose.js
mattbdean/Helium,https://github.com/mattbdean/Helium,load-testing/src/index.ts
JiwonDev/test-word,https://github.com/JiwonDev/test-word,scripts/state4_peakload.js
saint1991/samples,https://github.com/saint1991/samples,k6/src/libs/apis/schema.ts
JavierSpartan-117/SQA_Semana_9,https://github.com/JavierSpartan-117/SQA_Semana_9,pruebaCarrito.js
NashTech-Labs/grafana-k6,https://github.com/NashTech-Labs/grafana-k6,Tags and Group/group.js
khvalbotaihor/test-api_k6_api_app,https://github.com/khvalbotaihor/test-api_k6_api_app,http-get.js
wizenheimer/periscope,https://github.com/wizenheimer/periscope,scripts/openai-prefix-caching.js
Krithikeswaranmk/final_helyxon,https://github.com/Krithikeswaranmk/final_helyxon,.history/src/services/langchainLocalService_20250610092951.ts; .history/src/services/langchainLocalService_20250610195317.ts
likesistemas/nginx,https://github.com/likesistemas/nginx,k6/index.js
rpp33-sdc-daisy/products-service,https://github.com/rpp33-sdc-daisy/products-service,k6.script.js
DaniTavaresSantos/NotificationService,https://github.com/DaniTavaresSantos/NotificationService,LoadTest/loadtest_script.js
somospragma/qa-performance-k6,https://github.com/somospragma/qa-performance-k6,reqres_get.js
blueswen/pycon-tw-2024-python-observability,https://github.com/blueswen/pycon-tw-2024-python-observability,k6-script.js
TAIMROIAL1/sy-w,https://github.com/TAIMROIAL1/sy-w,utils/loadTest.js
JoaoChoma/testedesoftware2025,https://github.com/JoaoChoma/testedesoftware2025,SEMANA16/k6/script.js
HellRok/jstris-companion,https://github.com/HellRok/jstris-companion,jstris-companion.js
matfritzen/k6-tests,https://github.com/matfritzen/k6-tests,k6-scripts/custom-tags.js
pornpasok/k6-7chat,https://github.com/pornpasok/k6-7chat,inquiry_profile.js
ducnt114/go-getting-started,https://github.com/ducnt114/go-getting-started,loadtest.js
TAEPAPER/hhplus-2week-server,https://github.com/TAEPAPER/hhplus-2week-server,docs/k6/k6_script/product/product_getOne.js
beincom/bic-notification-perf-load,https://github.com/beincom/bic-notification-perf-load,src/scenarios/answer-quiz.scenarios.ts
azophy/loadtest-tools-benchmark,https://github.com/azophy/loadtest-tools-benchmark,tester/k6/script-static-multireq.js
evc8p/gehtsoft-study,https://github.com/evc8p/gehtsoft-study,src/main/java/com/evch/rrm/webserver/k6/loadtest1.js
col3name/balance-service,https://github.com/col3name/balance-service,bench/script.js
rzenkov/perfplayground,https://github.com/rzenkov/perfplayground,jooq-user.js
elrison/teste-desempenho-teastore,https://github.com/elrison/teste-desempenho-teastore,k6-teastore/teste-carga-simples.js
airenas/audio-convert-rs,https://github.com/airenas/audio-convert-rs,example/load/load.js
al-mentor/performance-test,https://github.com/al-mentor/performance-test,DeepLinking/user-link.js
ouehara/tng-rails6,https://github.com/ouehara/tng-rails6,terraform-wizstg/dev/k6-simple.js
quantlibjs/test-suite,https://github.com/quantlibjs/test-suite,dates.mjs
arjunbalussery/kotlin-async,https://github.com/arjunbalussery/kotlin-async,kotlin/k6/loadtest.js
WinnerOleg/ChessProfi,https://github.com/WinnerOleg/ChessProfi,testing-strategy.ts
born-to-be-mad/azure-experiments,https://github.com/born-to-be-mad/azure-experiments,asb/docs/supply-events.js
ronansay/next-web-app,https://github.com/ronansay/next-web-app,performanceTest_K6/index.js
arslanrao991/zzreal_worriors,https://github.com/arslanrao991/zzreal_worriors,arslan_phase3/k6_viewReports.js
EscolaDnc/TesteEstabilidade,https://github.com/EscolaDnc/TesteEstabilidade,rota_get_stress.js
iago-abner/k6,https://github.com/iago-abner/k6,examples/experimental/browser.js
PyRo1121/hetzner,https://github.com/PyRo1121/hetzner,scripts/perf/market-prices.k6.js
Atelier-SystemDesign/products-system-1,https://github.com/Atelier-SystemDesign/products-system-1,k6/related.js
nuttydfgdf/APIM-Kong-Gateway-OSS,https://github.com/nuttydfgdf/APIM-Kong-Gateway-OSS,01_quick_provision/k6-script/script-loadtest-get-token.js
cjchanx/SENG533-Project,https://github.com/cjchanx/SENG533-Project,cleanup.js
ozontech/seq-db,https://github.com/ozontech/seq-db,benchmarks/k6/seq-db-aggs-min-by-status.js
pwllxqc/amelichka,https://github.com/pwllxqc/amelichka,loadtest.js
rdpanek/k6,https://github.com/rdpanek/k6,demos/features/metrics-counter.js
dil-rmallikarjuna/securimate-performance-automation,https://github.com/dil-rmallikarjuna/securimate-performance-automation,pages/BasePage.js
QAInsights/Learn-k6-Series,https://github.com/QAInsights/Learn-k6-Series,helloWorld/hello.js
nyyshaaa/backend-app-complete,https://github.com/nyyshaaa/backend-app-complete,src/via_server/benchmark.js
itol925/spring-boot-demo,https://github.com/itol925/spring-boot-demo,http-demo/target/classes/scripts/websocket.js
mateusoliveiraps/k6_estudos,https://github.com/mateusoliveiraps/k6_estudos,k6-smoke.js
CoCreate-app/CoCreate-loadtest,https://github.com/CoCreate-app/CoCreate-loadtest,http_post.js
aziemp66/learn-k6,https://github.com/aziemp66/learn-k6,belajar-k6/src/ping.js
andrejarmen751/myshell,https://github.com/andrejarmen751/myshell,modules/docker/k6/scripts/httpd-pro-a/httpd-pro-a.js; modules/docker/k6/scripts/snapt/snapt.js
duyhuynh14/vendure,https://github.com/duyhuynh14/vendure,packages/dev-server/load-testing/scripts/search-and-checkout.js
jpandof/sinfon-ia,https://github.com/jpandof/sinfon-ia,src/data/agents.ts
hyperledger-labs/splice,https://github.com/hyperledger-labs/splice,load-tester/src/client/http.ts
petechain23/K6,https://github.com/petechain23/K6,05-OMNI_Modularize_2/draft/edit.js
ethanshi2026/Dr_Lin_Class,https://github.com/ethanshi2026/Dr_Lin_Class,exercise_11/load/k6/coach_scenario_debug.js
mussebekabil/messaging-app,https://github.com/mussebekabil/messaging-app,k6-scripts/main-page.js
jrebatta/reqres-k6,https://github.com/jrebatta/reqres-k6,src/post.js
ogulcanfirat00/Interview,https://github.com/ogulcanfirat00/Interview,Perf_Testing_Script.js
sourcegraph/k6,https://github.com/sourcegraph/k6,scripts/load.js
marcosborges/terraform-aws-loadtest-distribuited,https://github.com/marcosborges/terraform-aws-loadtest-distribuited,examples/plan/k6/basic.js
arbak/k6-test,https://github.com/arbak/k6-test,api_k6.js
bcgov/common-object-management-service,https://github.com/bcgov/common-object-management-service,k6/searchObject.js
Umbra-Team/Umbra,https://github.com/Umbra-Team/Umbra,load-testing/api-crud-operations-k6.js
AdrianLThomas/presentations,https://github.com/AdrianLThomas/presentations,slides/load-testing-with-k6/scripts/delays-and-errors-example.js
leo-badell/K6-course,https://github.com/leo-badell/K6-course,Using_Parameters/random-sleep.js
Salonee-Jain/k6,https://github.com/Salonee-Jain/k6,admin-portal/customer/loginFlow.js
guilleWR/MantenimientoUMA2324,https://github.com/guilleWR/MantenimientoUMA2324,practica8/LoginTest.js
Timsl1401/Kosc-Spitsenspel,https://github.com/Timsl1401/Kosc-Spitsenspel,scripts/k6-dashboard.js
hpi-schul-cloud/k6-load-testing-template,https://github.com/hpi-schul-cloud/k6-load-testing-template,pages/homepage.js
sheikhshack/openrainbow-poc-50.003,https://github.com/sheikhshack/openrainbow-poc-50.003,SystemTests/loadtests/k6testing/sequentialtest.js
laszlo-igaz-ah/cloudx-java-developer,https://github.com/laszlo-igaz-ah/cloudx-java-developer,k6/sudden-spike-web-app-petstoreapp.js
zidane-itb/APKS,https://github.com/zidane-itb/APKS,scripts/use_case_2.js
raphaelkauan/test-web-k6,https://github.com/raphaelkauan/test-web-k6,signup.js
Kong/kong_ai_gateway-portkey-litellm-benchmark,https://github.com/Kong/kong_ai_gateway-portkey-litellm-benchmark,k6/wiremock.js
Zerokoinhub/app-backend,https://github.com/Zerokoinhub/app-backend,loadtest.js
ToYou-Sparta/oddventure,https://github.com/ToYou-Sparta/oddventure,k6/scripts/scenario1-data-volume.js
TQS-03/deti-tqs-03,https://github.com/TQS-03/deti-tqs-03,loadTests/reserveStation.js
truonghd113hd/testCI,https://github.com/truonghd113hd/testCI,scripts/authFlow.js
herbertfaria/Api_Comparison_Performance,https://github.com/herbertfaria/Api_Comparison_Performance,Code/testes-carga/net.js
janbraunsdorff/catan,https://github.com/janbraunsdorff/catan,.telemetry/k6/script.js
CryptoJym/ai-agent-village-monitor,https://github.com/CryptoJym/ai-agent-village-monitor,packages/server/load/k6-http.js
red2n/credentials,https://github.com/red2n/credentials,apps/api/simple-loadtest.js
CodeLain/gastos,https://github.com/CodeLain/gastos,loadTest.js
metrico/qryn-bench,https://github.com/metrico/qryn-bench,loki/qryn-loki-loadtest.js
getcord/cord,https://github.com/getcord/cord,ops/aws/src/radical-stack/ec2/zero.ts
yudas-programador/Pruebas-de-integracion,https://github.com/yudas-programador/Pruebas-de-integracion,carga_dashboard.js
pdellaert/fbw-aircraft-git-lfs,https://github.com/pdellaert/fbw-aircraft-git-lfs,fbw-a380x/src/systems/fmgc/src/flightplanning/new/segments/enroute/WaypointLoading.spec.ts
saifulazad/collections,https://github.com/saifulazad/collections,loadtest/loadtest.js
davidlimacardoso/k6-multi-load-tests,https://github.com/davidlimacardoso/k6-multi-load-tests,src/scenarios/jsonplaceholder/jsonplaceholder_del_post.js
philipheferreira/Curso-teste-performance-com-K6,https://github.com/philipheferreira/Curso-teste-performance-com-K6,5 - Conteúdo adicional/2GerandoDashboarddeSaidacomK6.js
ApdexOne/grafana-prometheus,https://github.com/ApdexOne/grafana-prometheus,script/script.js
PBL-Dream-Team/HRIS,https://github.com/PBL-Dream-Team/HRIS,k6/get_employee.js
rogatka/advertisements,https://github.com/rogatka/advertisements,load-testing/increment-views-kafka.js
fuji-184/Test,https://github.com/fuji-184/Test,k6.js
pablotdv/ingressos-cinema,https://github.com/pablotdv/ingressos-cinema,src/loadtest.js
lichinaa/ContactApp,https://github.com/lichinaa/ContactApp,scenarios/updateContacts.js
Gapminder/small-waffle,https://github.com/Gapminder/small-waffle,load-testing/browser-based.js
lsolano-bluevolt/Performance_testing_BV,https://github.com/lsolano-bluevolt/Performance_testing_BV,scripts/login.js
ruanbekker/grafana-observability-primer,https://github.com/ruanbekker/grafana-observability-primer,k6lib/http_gets.js
TRSAlliance/trs-obsidian,https://github.com/TRSAlliance/trs-obsidian,load.k6.js
jeromeguillaume/kong-plugin-soap-xml-handling,https://github.com/jeromeguillaume/kong-plugin-soap-xml-handling,loadtesting/k6/scen0.js
data-bass/Malcolm-SpotifyAlbum,https://github.com/data-bass/Malcolm-SpotifyAlbum,database/stressTesting/ksixScript.js
digitalemil/thegymallinone,https://github.com/digitalemil/thegymallinone,k6/sensitive.js
usesofia/research-golang-and-postgres-performance,https://github.com/usesofia/research-golang-and-postgres-performance,populate.js
MrsblR/Autoscaling,https://github.com/MrsblR/Autoscaling,autoscaling-cloudrun-pulumi/scripts/loadtest.js
umbrellerde/functionfusion,https://github.com/umbrellerde/functionfusion,evalScripts/split/generateConfigurations/k6/4.js; evalScripts/IoT/generateConfigurations/k6/1.js
Predrag/loadApiTesting,https://github.com/Predrag/loadApiTesting,loadTesty.js
DimDev/php-runtimes-benchmark,https://github.com/DimDev/php-runtimes-benchmark,001_symfony7_wo_db/testing-tools/k6/script_vus5_dur30s.js
msouza009/curso-k6,https://github.com/msouza009/curso-k6,conteudo_adicional/aula01.js
karthikgeekyants/K6dummy,https://github.com/karthikgeekyants/K6dummy,specs/loadapi1.js
jyasuu/rs-benchmark,https://github.com/jyasuu/rs-benchmark,postgres.k6.js
olgaStadnyk/k6-learning,https://github.com/olgaStadnyk/k6-learning,project/pages/api/logout.js
maxoliverbr/k6GithubActions,https://github.com/maxoliverbr/k6GithubActions,k6spike.js
joanlopez/xk6-aws,https://github.com/joanlopez/xk6-aws,examples/s3.js
RajakumaranC/Yaos,https://github.com/RajakumaranC/Yaos,src/Products.Api.LoadTest.js
vicvalicelle/quality-assurance,https://github.com/vicvalicelle/quality-assurance,Sprint_6/TesteK6/Cenarios/Produto/StressTest.js
Tojaman/KDEV4-TRACKY-BE,https://github.com/Tojaman/KDEV4-TRACKY-BE,stressTest/scripts/script2.js
PatelKaran0104/aws-terraform-infrastructure-stack,https://github.com/PatelKaran0104/aws-terraform-infrastructure-stack,stressTesting.js.js
